 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
126.3515625,47.957271,0.100248079,0.265195008,1.701505017,14.07227038,10.66418444,137.4563605,
42.2421875,29.15629919,4.261947535,25.05911295,67.02675585,79.26204974,0.858547728,-0.532012073,
116.234375,50.75346115,0.342410251,0.091198089,1.641304348,11.30998019,12.88081641,233.8960053,
114.421875,49.41353075,0.084368555,-0.098337696,2.397993311,14.6292691,8.826905692,102.7848295,
132.375,47.95130994,0.09553792,-0.081961962,2.719899666,21.86506901,9.165629468,89.12398323,
14.8046875,31.17166647,6.710202992,46.55366153,106.3595318,54.36439822,0.745579271,0.951048193,
107.1328125,47.7374609,0.32353854,0.052513583,3.371237458,19.00930881,7.892722926,76.80934693,
148.9140625,50.07151563,-0.472205817,0.25629999,2.880434783,17.00127632,9.48966168,113.3978342,
92.078125,41.84879952,0.595656496,1.52987739,3.00083612,18.85082699,8.724524795,87.93099303,
55.1875,35.72677349,2.206251292,8.562220145,32.5083612,59.49815851,1.812744178,2.443437229,
53.7890625,30.06208481,3.231805376,18.01165504,30.67056856,67.75205759,1.97295785,2.336556152,
34.046875,34.17049609,4.045512367,18.66538021,91.8319398,65.97186501,0.252156323,-0.39370388,
116.171875,58.63953836,0.291528053,-0.511846368,28.63545151,58.52975015,1.933245575,2.508814221,
124.484375,47.0290775,0.070729997,0.163260571,1.325250836,14.71667988,12.97111652,183.8232045,
102.1953125,51.75665093,0.438263982,0.198736381,2.345317726,18.33076767,8.817626823,84.94159447,
120.6640625,44.94185086,0.167358695,0.118957145,1.489966555,16.27093145,12.27499814,160.6961881,
118.3203125,52.6169729,-0.207503041,-0.168316149,3.922240803,23.87088612,8.262356676,73.7349919,
128.328125,52.9047064,-0.04862097,-0.599134023,1.976588629,15.02215044,11.95619984,172.3394095,
108.1640625,53.26977,0.2927454,-0.312881183,2.197324415,16.36169949,9.372394245,102.4370496,
42.2734375,28.70831621,4.890232581,30.85170959,24.42558528,56.14698205,2.569968811,5.957913098,
33.328125,42.07862978,3.47873635,12.32436172,101.5953177,83.3898455,0.018839747,-1.330800683,
92.3125,43.56438303,0.679336454,1.622829725,15.22742475,43.24566346,3.011589144,8.750022228,
125.0,56.1244432,-0.100384291,-0.551908381,88.84949833,92.51710006,0.215247236,-1.7517573,
111.15625,41.81365609,-0.081760445,0.876420451,2.12541806,14.42902093,10.02978652,124.9713288,
113.8671875,52.27636462,0.23481997,-0.028934695,2.474916388,14.94584,8.976673477,103.8030694,
76.8359375,44.27008325,1.883284618,4.619828099,1.822742475,14.56557142,12.68602242,182.2400012,
121.1953125,47.61139218,-0.086566058,-0.264821304,1.403010033,13.79744018,12.20153841,168.3786538,
126.4140625,50.79378151,-0.214395746,-0.021389706,3.409698997,22.95369862,7.723230903,62.7161395,
101.015625,61.79755057,0.272253133,-0.947837601,30.31939799,65.28368753,1.876727108,1.875444743,
80.4375,48.13972989,1.606092678,2.362365961,32.72324415,65.51169439,1.854559768,2.127182323,
110.1875,46.58204288,0.197928015,0.008835962,2.244147157,13.82090139,9.474991993,122.6018109,
21.3828125,45.20459066,3.767349993,14.01025025,97.87792642,61.94282195,0.396818617,-0.438507576,
83.4140625,40.96750377,0.467247357,1.309699774,1.97993311,12.01126556,11.37180678,187.510435,
46.84375,28.87078906,5.123313735,32.65944015,39.56438127,63.95977547,1.748534176,2.259751491,
19.4140625,36.90306715,4.574662379,22.17394704,16.5777592,40.84932105,3.139949017,10.35582939,
114.0,42.86716401,0.124817421,1.025930483,3.392976589,21.02067984,7.233553553,56.76919009,
109.953125,46.00795777,0.439031736,0.348936468,2.414715719,15.54834679,8.844785013,96.06828448,
63.0859375,39.57607929,2.694842788,9.087356463,19.6270903,52.92638355,2.890254342,7.578930279,
127.359375,51.18497924,-0.152842304,-0.40646326,3.834448161,20.81012305,6.963515437,54.56052425,
47.890625,32.21951912,3.475947142,16.65319314,8.848662207,37.14060341,4.668327976,22.05090084,
130.6328125,55.36129502,-0.000412533,-0.429760698,2.605351171,21.23868429,8.480264977,73.21355205,
106.6640625,61.28765135,0.468726838,-0.657251352,72.07190635,90.42475861,0.674834757,-1.265329058,
19.8359375,28.73689303,6.0567723,40.80816128,60.21655518,75.93126905,1.1380628,0.132015156,
125.4375,53.586634,0.33682107,-0.462205395,2.970735786,18.45576778,9.066122522,93.09815815,
99.015625,44.55579094,0.441214347,0.413004355,2.581939799,21.05616335,8.825088022,81.3105205,
127.7578125,38.48025997,0.095740602,1.108001743,5.466555184,28.0437973,5.398380306,29.4559716,
147.0703125,45.58203175,-0.417425064,0.008936608,0.820234114,11.08466771,16.15530276,297.8479439,
142.953125,45.77012183,-0.074739854,-0.00551601,1.883779264,14.91191655,10.80153102,140.2799904,
45.1796875,33.57417944,3.860705591,19.01679504,51.35953177,74.69868907,1.371305122,0.587868258,
138.25,44.11561515,0.021824924,0.364679814,2.593645485,15.74038199,9.652010344,120.6009721,
101.9609375,48.2468267,0.379708386,0.134922913,5.528428094,30.57585602,5.848119957,34.41567255,
89.5546875,43.02866207,0.764876141,0.995443681,1.766722408,12.71661527,11.67609629,179.0890322,
113.1953125,48.36257247,0.42889465,0.142344796,3.994147157,23.58452668,7.830694395,67.64867928,
91.9609375,37.30331804,0.518054468,2.106137508,2.331939799,15.42711908,9.232654988,103.3541895,
105.421875,44.60076537,0.38548937,0.541907948,10.52842809,43.12591459,4.134395899,16.01952802,
117.9609375,51.58827422,0.166451395,-0.261494018,3.161371237,19.57751627,7.604437193,64.4833687,
119.8203125,60.85438994,0.140590565,-0.5981894,2.194816054,15.66634784,9.401898715,104.1930905,
128.390625,63.90303132,-0.036386743,-0.922061166,62.98829431,100.3510887,1.026136298,-0.875957502,
118.4453125,44.05639294,0.146982248,0.715035241,1.190635452,14.65930067,14.15355622,213.4854629,
135.328125,52.98379902,-0.183381239,-0.434199386,154.229097,88.80448644,-0.992718275,-0.774130602,
53.90625,38.70570805,3.102124086,12.91403463,30.52759197,64.81415476,2.046183865,2.869000677,
102.2109375,44.35468767,0.524660314,0.339161039,1.678929766,12.27597611,12.11726714,192.390362,
120.890625,51.21236947,0.486548415,0.016001829,22.35284281,58.23467043,2.474523562,4.683489786,
109.0,45.99983016,0.360930807,0.508660825,0.984113712,10.03333483,17.17751267,374.5320786,
118.34375,56.65609487,0.01142004,-0.7243291,1.39548495,14.16121746,12.27618088,168.9341343,
46.5703125,29.19778555,4.654369547,29.26685,21.29180602,56.49477704,2.739057795,6.384247223,
126.4921875,45.31331828,0.22249809,0.227562421,18.32190635,53.42674685,2.710916733,5.737731513,
122.9921875,46.76211342,0.079178451,-0.326319803,2.183946488,14.3967182,9.817016147,122.1589078,
84.2109375,37.4292358,0.667545723,2.068823653,2.446488294,15.45366294,9.292014263,105.9913233,
135.828125,47.23976565,-0.061783645,-0.305729848,5.590301003,28.63758738,5.724970022,34.24100931,
106.25,47.54833068,0.419561055,0.574942953,3.424749164,18.94019428,6.889800412,55.50601371,
129.4296875,44.89757155,-0.104229566,-0.079503753,4.201505017,22.73826717,6.451748597,46.05445921,
76.8515625,41.49982866,0.744203172,1.464174807,3.22826087,21.03621429,7.247670151,56.44359608,
90.15625,38.2678548,0.5119354,1.757642083,1.549331104,14.74000113,11.62449498,151.0218669,
151.4140625,41.93121737,-0.175096769,0.69161283,133.5752508,82.27019391,-0.947434926,-0.956739818,
123.5078125,45.65153271,0.010046973,0.603129642,6.892140468,29.66745858,5.107997289,28.40133067,
112.7421875,54.14826955,0.57316435,0.037932282,60.4222408,72.82610759,0.753237674,-0.825749034,
84.515625,38.75725424,1.108953491,3.364441065,16.84698997,48.21089227,2.882236481,7.399262069,
76.21875,46.77571778,1.13390683,1.858365377,50.63545151,77.10642353,1.185710659,-0.176323017,
118.3125,56.67295844,0.138272744,-0.346147534,2.090301003,18.67993593,9.821232886,102.3440265,
145.3515625,55.32328141,-0.219935712,-0.235727264,1.535953177,13.89375157,11.72824531,162.0334204,
95.171875,42.95730245,0.879437314,1.848678762,2.558528428,16.14987557,9.463292112,113.1898563,
116.1640625,49.71289089,0.011837502,0.11823279,128.1429766,71.17896653,-1.173581162,-0.441047619,
104.0546875,43.77272777,0.319864705,0.248275814,3.009197324,17.17402806,7.703628399,74.35535104,
75.953125,43.1075797,1.142332703,3.007318929,5.222408027,24.38005311,5.239661044,29.71430512,
102.328125,44.01386667,0.482009091,0.659871518,1.509197324,14.74320032,11.71485011,154.0983154,
25.484375,32.64199375,4.872233912,26.30378803,23.2048495,50.82477614,2.46850776,5.532071671,
128.6484375,46.46110434,-0.055292458,0.244432025,10.14297659,39.24222172,3.897359486,14.32229337,
90.0703125,46.31316356,1.409969609,3.038750015,3.030936455,17.28687362,8.303035615,82.62758841,
116.0390625,39.95004739,0.134365913,0.684195874,2.944816054,20.87837766,8.053458884,69.31543854,
21.5703125,30.87137722,5.661067337,34.31211675,52.07859532,63.06510818,1.239048946,0.847647921,
87.3984375,44.42872449,1.118027124,1.945320906,19.08946488,52.50629384,2.921471061,7.584978339,
117.2890625,52.26796227,-0.007522443,-0.238710573,1.481605351,15.01678535,12.60479705,179.1959908,
11.984375,34.36476765,5.537336821,31.71130059,135.3645485,72.54233602,-0.214302392,-0.918832575,
85.828125,44.74792407,1.272535838,2.621678054,23.97742475,53.2413762,2.202864227,3.894429578,
57.7265625,31.82096274,3.281271548,15.55489542,10.9916388,39.85653533,4.129749315,16.8947223,
40.5546875,40.01460839,3.033998646,9.926777558,44.159699,69.28682628,1.476029077,1.047497277,
117.2578125,42.89326253,0.121773594,0.030878068,1.150501672,11.49825164,16.48789423,320.6702352,
32.7578125,29.80371886,5.264754928,31.87811134,55.73411371,70.15343581,1.309008666,0.743217219,
51.9453125,36.58643631,3.600842373,15.91857133,30.66722408,56.18289796,2.164494779,4.226554637,
102.390625,40.86491358,0.493465479,1.275442039,9.821906355,34.5984015,3.699680983,13.17067773,
61.7421875,40.98880299,2.703389945,8.953157374,4.964882943,26.22708468,6.711390042,47.79428822,
109.046875,48.31146658,0.122395459,0.107346603,12.27508361,43.52340025,3.528078008,11.31375951,
23.4765625,28.22619706,6.111068801,41.38180222,47.02424749,62.36272079,1.435898641,1.467188043,
121.8828125,47.80357287,0.176977148,0.076177672,1.491638796,14.41016794,11.59318493,151.5250394,
158.0078125,41.83141315,-0.277940085,0.632732296,2.719063545,15.864645,9.213702427,106.4432112,
98.5078125,56.73361494,0.501886843,-0.189844214,18.49414716,52.29163908,2.6533217,5.555894638,
106.6796875,43.10179332,0.3621019,0.511928643,0.695652174,9.928137163,19.19876364,425.0905469,
151.9453125,47.97335012,-0.250833836,0.275367013,2.115384615,14.19548414,11.6402969,173.5921716,
121.6875,44.29424871,0.097343759,0.485005872,1.273411371,10.33832345,14.9514711,315.363371,
21.8515625,32.90328865,5.435666216,31.2568822,103.2550167,79.73912954,0.102797576,-1.108933123,
92.8984375,33.12472638,0.747670302,3.403099999,1.094481605,10.51986191,16.0248918,325.2080225,
114.9609375,47.38166219,0.228306741,0.058602053,16.96822742,46.38082863,2.59808252,5.503013072,
14.3359375,31.94728992,5.856152143,35.30350776,23.03093645,48.90323747,2.522333773,6.252608495,
122.9765625,48.27710781,-0.02716033,-0.080097751,5.120401338,28.76348981,5.867339404,34.48427747,
54.828125,34.67417748,3.229578768,15.18684236,30.60953177,57.0373246,2.243796464,4.707986374,
24.953125,30.35849844,6.592260045,46.09974488,47.05351171,61.68625828,1.505857193,1.832977269,
131.6953125,45.87764955,0.009539867,0.152888091,2.611204013,15.58449324,7.912832742,81.78414822,
109.03125,44.13171647,0.346661662,0.246380476,3.198996656,20.08611558,7.537773626,62.8641341,
75.7265625,43.68543716,1.801754237,4.555957337,10.12792642,42.69567807,4.295452708,17.41990159,
55.953125,41.07479066,2.547778343,8.074386621,46.8770903,68.08017684,1.375718846,0.965702458,
97.9140625,33.6315113,0.436301285,3.014447027,0.571070234,8.469054382,24.2116019,688.313733,
111.6953125,43.85426123,0.30624656,0.039896465,1.132943144,11.72425173,14.15268733,240.729748,
119.6796875,48.32764698,0.177270559,-0.184385587,1.702341137,15.72181965,10.91346844,133.5666912,
43.3046875,30.67586556,4.022383848,23.67083284,20.03511706,54.76703874,2.937624528,7.712484661,
123.3984375,48.63613944,0.338909488,0.021591875,3.397157191,23.55610165,8.637459753,77.83613063,
42.578125,46.63833746,2.841558376,7.832819342,12.97157191,38.49884932,3.799727502,14.99083404,
125.0703125,49.73715029,-0.001034175,-0.290584514,3.543478261,20.33282309,7.957023207,72.64264703,
102.1796875,61.36690802,0.759739678,-0.406666122,7.136287625,36.22701999,5.261994428,26.96420589,
102.90625,44.75688451,0.448067156,0.209662169,2.302675585,15.24160034,9.844055818,121.7711391,
78.953125,46.68626327,1.42265173,2.492381502,48.41137124,38.32395364,-0.184758638,-0.466768579,
111.78125,53.08144354,0.409064701,-0.366439749,2.64632107,14.35297371,8.573250312,103.4513062,
90.203125,42.67525618,0.699905844,1.845809617,2.256688963,17.00157863,8.887926856,90.18336169,
28.7578125,30.13349105,5.840096278,39.44785209,75.10618729,78.23615478,0.769681835,-0.557649255,
80.234375,51.93136762,1.488528618,2.243387011,34.07943144,74.88920163,1.973815641,2.260696163,
84.4375,40.31414725,0.796645937,1.536038171,1.75083612,20.13299737,11.44233305,129.2822375,
141.7265625,47.55748411,-0.03290593,-0.14292987,1.739966555,11.77968497,12.10771216,204.0363803,
80.4140625,38.23335572,1.624123115,5.892901682,36.98160535,68.9542381,1.508511427,0.623755762,
50.8125,31.54132953,3.549122045,19.72484931,6.372909699,30.53548955,5.800805954,35.71707507,
19.7890625,31.06385871,5.789227339,35.5201054,58.11371237,66.80839507,1.000054803,0.153420153,
79.3125,38.61443019,1.924103509,6.634948874,59.05936455,62.9745714,0.777976582,-0.332222475,
136.265625,48.75536579,0.108763277,-0.209345699,2.184782609,13.27752908,10.22349389,141.7723679,
104.796875,43.50688871,0.639304868,1.042146392,3.982441472,20.22512575,6.541560799,51.23516782,
113.078125,48.67231139,0.222739892,-0.041981727,2.719063545,15.96252942,8.564804839,93.53084154,
129.171875,50.17455614,-0.125990142,-0.100984302,2.621237458,18.33229648,9.018426125,90.52653045,
128.765625,52.27548487,-0.109025359,-0.432126478,2.178093645,17.77951797,10.334213,118.0006578,
75.1015625,35.11918098,2.198113989,8.981400545,20.89464883,54.02381432,2.580942125,5.568507205,
7.84375,33.32567458,5.932129649,35.95996558,87.61371237,59.29353836,0.950108382,0.276732612,
139.15625,48.23614398,0.075055701,0.039116903,2.846989967,17.05306,8.43315725,87.59085394,
71.3984375,47.29517349,1.317459045,2.340411994,17.1145485,46.86283003,3.070346153,9.405187883,
139.125,54.19207737,-0.229152413,-0.370637222,37.51505017,71.63059459,1.653840632,1.195516152,
69.5859375,43.17868531,2.152063294,6.580110465,9.326923077,39.49600095,4.6741502,21.58862834,
42.2578125,61.14407245,2.34405188,4.293383219,80.95568562,61.02445266,0.73754137,0.21772231,
110.0234375,41.22697555,0.013037265,1.081712858,2.081939799,16.53525599,9.231309865,95.56088156,
125.859375,54.82952763,-0.135011693,-0.258923515,3.561036789,22.12749134,7.479138282,61.71049583,
94.28125,51.19813496,1.184976477,1.473597043,2.756688963,17.59266428,9.543768817,106.0679885,
123.2734375,53.70066265,0.084624656,-0.573979478,2.585284281,18.39724016,8.261406755,76.14156781,
57.8671875,35.14509458,3.392913848,14.63329698,24.85702341,57.36983632,2.549469547,5.703453999,
107.609375,47.51927806,0.242108502,0.091726703,3.18645485,19.19616698,8.005113659,75.30307956,
122.96875,43.69584818,0.272410391,0.711608265,4.423076923,24.86451453,6.871041387,51.41232523,
21.0234375,29.3058934,6.034954058,39.75209174,87.51839465,58.71450821,1.187591938,0.879634841,
45.5390625,29.88020413,4.635340378,26.25011305,32.57274247,54.81280603,1.913243272,3.389580912,
126.2578125,45.91844777,0.02902711,0.191783477,4.950668896,28.10244769,6.360392081,42.78360839,
115.109375,59.3563437,0.39125126,-0.483181018,2.964882943,17.88850935,9.2822092,100.3635501,
27.265625,37.3886857,4.432206376,19.82980533,94.27675585,62.46036465,0.642852525,0.076265507,
48.5078125,34.13255321,3.957364247,19.7776566,66.5326087,86.29018732,0.942294255,-0.611597645,
118.8671875,49.53429543,0.173596984,-0.213549688,2.235785953,16.06517631,9.262959755,101.1355316,
89.1015625,38.04866125,0.724237174,1.845930149,6.730769231,31.82928055,5.266542918,28.34794869,
81.1015625,37.17732841,0.704060395,2.775788979,5.808528428,27.99174438,5.281718833,29.33900342,
25.296875,36.54243239,4.7610338,23.01570144,108.4540134,86.5183998,0.07616606,-1.373947637,
35.28125,28.5790946,5.23632976,32.56266993,86.63461538,87.93267286,0.447778252,-1.223316058,
91.984375,43.81958473,0.825235154,1.962024167,51.73913043,90.86816781,1.26781163,-0.293069512,
28.34375,31.81401949,4.818364841,28.06014478,57.3770903,71.16328516,1.128142114,0.326350843,
108.8203125,42.40751584,0.322116327,0.799674931,1.578595318,11.78732994,12.33829458,207.1063698,
86.90625,39.61029646,0.426023073,1.433994045,2.135451505,14.67997683,9.474066513,112.4130637,
100.7890625,42.79340858,0.308273683,0.76227207,3.565217391,19.19800699,7.773560741,74.33003916,
46.28125,34.20433486,4.047551177,20.16571328,30.2416388,61.26358403,2.273136348,4.238551365,
80.140625,42.84906912,0.66134813,1.160605685,2.576923077,19.67562885,8.529585829,77.78908034,
147.046875,53.76189685,-0.238446444,-0.45847628,2.0409699,14.23245245,10.36323239,133.1295274,
94.25,36.53487204,0.625364757,2.146317428,3.118729097,23.50907354,8.021777269,66.25248931,
112.046875,50.36923965,0.186704244,-0.194087912,2.025083612,14.74536511,9.191298983,105.2215015,
128.734375,57.64187448,-0.125318944,-0.755588215,67.43394649,86.36568526,0.731457562,-1.110003439,
122.6484375,48.09229243,-0.015901442,-0.254141288,1.748327759,11.61582816,11.78853632,204.4728151,
113.4453125,54.86400923,0.108702029,-0.568159146,4.960702341,26.56098481,6.328691348,42.52884386,
128.609375,57.56019056,-0.236577724,-0.251932651,0.642140468,9.47416996,19.99649016,471.3449512,
123.953125,50.15769809,0.154864706,-0.421060232,2.748327759,21.8939609,8.807860981,81.60637543,
113.3046875,55.15979041,0.594986233,-0.168691951,5.502508361,26.60938478,5.827278213,37.18473905,
100.34375,45.7261614,0.234889339,-0.072931137,1.72993311,15.70803238,12.49961977,176.6378653,
135.3359375,45.54827064,-0.118751191,0.226446606,2.515886288,14.98563131,8.76776431,99.82635267,
24.109375,30.39717153,5.605411014,34.19729064,30.02173913,53.40027929,2.135822594,4.428893664,
127.40625,55.55760489,-0.034440782,-0.470638942,1.605351171,14.68196075,11.86505091,160.4368508,
92.8046875,73.32377456,0.470206482,-1.040047783,21.12625418,40.8289721,1.837011797,2.432999899,
55.34375,47.06452311,2.27949841,5.515417343,19.95568562,49.66663661,2.870992511,8.138785645,
92.625,49.33099305,1.245449139,1.498713238,55.12458194,81.09780027,1.123216083,-0.246585138,
134.5546875,55.68098427,-0.116892237,-0.65171455,1.938963211,13.17944534,10.69520366,150.4172609,
34.640625,34.89823025,3.799228584,16.54454213,88.93394649,65.976393,0.23714692,-0.338388229,
107.9453125,51.47394799,0.381744001,-0.006835562,4.141304348,24.10954514,6.53007428,45.4862323,
140.0390625,54.01003992,-0.199783307,-0.426999545,4.096153846,24.52641642,6.318928586,40.93901278,
116.9609375,46.74421795,0.041150887,0.04228264,8.275919732,36.3738594,4.912305205,24.14738699,
115.6484375,57.50361264,0.39861108,-0.340352463,52.78344482,69.81926568,1.024687216,-0.162768523,
138.5546875,53.35140119,-0.134250891,-0.546019815,4.18645485,26.05293397,6.586753631,44.48898031,
111.6875,52.08777898,0.144344226,-0.163360576,2.668896321,16.64127929,10.36482069,128.6428246,
116.4375,61.80434729,0.066440352,-0.68568066,2.981605351,19.80252837,8.620895914,83.01771137,
140.8046875,58.21499197,-0.295049069,-0.728040811,16.6722408,57.21029621,3.195237408,8.403035433,
130.21875,45.73957147,-0.00273831,0.29734548,5.718227425,25.78250364,5.823780289,38.07241826,
96.1171875,38.7180556,0.701443413,1.594373719,2.464882943,15.35378564,8.519435385,93.0908862,
133.453125,44.82114794,-0.124094881,0.119213657,2.961538462,21.4989739,8.326758859,75.34301015,
123.0703125,44.85396157,-0.006467058,0.131765272,4.898829431,29.0695274,6.194617212,38.68075192,
93.4609375,48.14932865,0.291266001,-0.151676535,1.919732441,17.57692825,10.43882487,115.9224805,
61.7109375,51.22699977,2.067032136,4.779825102,33.86789298,71.79003158,1.998109007,2.462843553,
44.890625,41.57847144,3.21315315,11.10489679,44.36538462,66.76314225,1.368009225,0.792437939,
56.609375,37.44521715,2.421156911,7.883756927,23.87876254,58.60093642,2.537109123,5.423575043,
72.3359375,41.20172883,2.290134316,7.29838129,35.80016722,61.18147822,1.891264727,2.913210965,
65.9375,35.33981245,2.772094829,11.64852444,15.68478261,43.57830536,3.507107423,12.85577905,
120.1640625,42.03974632,0.306960537,1.333394172,2.401337793,20.61227023,9.193681168,87.62290544,
138.1015625,62.78682185,-0.14200071,-0.770586756,3.057692308,18.27555295,8.655933782,89.33556564,
129.1328125,55.53452911,-0.137912087,-0.865471378,3.673913043,22.17332201,7.863406002,68.76891612,
34.2109375,30.24216126,4.700482747,27.6889219,14.42725753,44.24130653,3.621798194,13.17412781,
105.6328125,53.61259634,0.261327277,-0.4555376,2.214046823,15.80655435,9.578333239,116.1755681,
118.8359375,48.03884778,0.367765798,0.389902646,2.239130435,16.31708198,9.856253447,114.5544396,
113.9765625,69.8240495,0.013391168,-1.333386905,146.8645485,90.78302101,-0.530717394,-1.263295949,
82.953125,49.54131158,1.515037867,2.415201732,127.2692308,78.27755537,-0.168708258,-1.007809851,
93.9921875,41.04275516,1.10949742,3.641769711,2.714882943,22.02404006,8.988497651,84.35510899,
81.375,38.31815823,1.329683713,3.939896618,21.26588629,49.08861219,2.464339505,5.216196823,
116.8515625,50.00548249,0.171743416,-0.071827647,6.598662207,29.74199757,4.858497447,24.12950379,
96.171875,34.86292564,0.532289921,2.627788119,2.905518395,21.31865897,8.229314863,72.38820072,
125.8359375,43.16588231,-0.09848083,0.076846523,4.214046823,22.14129158,6.536828804,48.47794714,
106.234375,50.06222446,0.085458171,-0.308922123,3.044314381,21.51383337,8.126025135,70.13981372,
27.0390625,33.75472243,4.779123745,26.25535718,129.8637124,78.8154399,-0.348492115,-0.893790697,
84.6953125,49.34849899,0.960378055,1.102570305,5.490802676,27.76409972,6.181767503,40.39924672,
126.09375,52.82539598,-0.146764042,-0.471484806,2.171404682,14.14189505,9.606974327,120.9475351,
81.953125,48.55214004,1.031327331,1.298143915,3.736622074,23.71193545,7.977269659,68.12710465,
103.3828125,52.84826764,0.387919631,-0.162115662,1.775083612,13.85551631,11.92456731,173.563999,
115.1328125,54.29309508,0.160143667,-0.308941919,1.756688963,15.42963846,11.8930567,159.0695748,
144.4296875,56.98761976,-0.384979299,-0.305232253,202.3319398,59.39168509,-1.930117961,3.001157049,
99.0078125,50.72158935,0.614298003,0.422990069,2.214882943,17.54296625,10.48416235,124.7909464,
98.3046875,45.97716121,0.479497487,0.232316933,2.734113712,16.18185346,8.953150254,102.9037382,
117.296875,52.91404577,0.281035396,-0.29172754,13.7541806,43.18235163,3.107119291,8.515758563,
104.234375,37.14172274,0.641693723,1.57556775,2.930602007,15.71493655,7.961236688,83.67810839,
86.3359375,39.09808926,0.714714821,1.62388973,1.351170569,14.01809952,12.00055009,159.8529206,
108.1953125,53.02034671,0.342758086,-0.262647075,2.352006689,13.65474929,9.53317075,126.0787774,
135.46875,53.604445,0.011668373,-0.369041328,5.858695652,27.63630131,5.236634039,29.14499359,
28.5,30.89498341,4.85741434,28.12136742,99.57274247,71.98993491,0.588580234,-0.577556703,
122.0234375,51.41292166,0.030144899,-0.419453083,3.316889632,22.02068234,7.601779564,61.79514775,
20.5078125,39.08424317,4.261682593,20.41471705,111.84699,69.75701376,0.405443654,-0.903514666,
